Id;From-User;To-User;Text
1658989642056896513;info diskon semarang;;"RT @GrabID: Waaah, pasti pada pake Clean & Fix di Grab nih. ?? 
Biar kamu makin semangat bebenah rumah sambil leha-leha, aku kasih promo.
Ad…"
1658969344456687616;Grab Indonesia;haobinsmile;@haobinsmile Kak, kalo mau pesen makan barengan, pake fitur Group Order di GrabFood aja. Bisa bebas seenaknya pilih masing2, apalagi ada diskon s/d Rp150rb, jadi gausah repot2 muterin HP nanyain satu-satu mau jajan apa deh xixi. Klik langsung di sini ya ???? -Mawar  https://t.co/8Zxmd95Xyu
1658969259626868736;Grab Indonesia;shateav;@shateav Biar seru, pesen makan bareng temen pake fitur Group Order di GrabFood aja Kak. Bisa bebas seenaknya pilih masing2, apalagi ada diskon s/d Rp150rb, jadi makin hemat juga. Klik langsung di sini ya ???? -Mawar https://t.co/8Zxmd95Xyu
1658969155851419648;Grab Indonesia;ASavarra;@ASavarra Kak, kalo mau pesen makan barengan, pake fitur Group Order di GrabFood aja. Bisa bebas seenaknya pilih masing2, apalagi ada diskon s/d Rp150rb, jadi gausah repot2 muterin HP nanyain satu-satu mau jajan apa deh xixi. Klik langsung di sini ya ???? -Mawar  https://t.co/8Zxmd95Xyu
1658969043259502593;Grab Indonesia;sorereso;@sorereso Wah pas banget nih,  beli makan pake fitur Group Order di GrabFood aja Kak?? bisa bebas seenaknya pilih masing2 & barteran jajan ?? Apalagi ada diskon s/d Rp150rb loh. Yuk langsung klik di sini????-Mawar https://t.co/8Zxmd95Xyu
1658968782017277953;Grab Indonesia;supirCHANGKYUN;@supirCHANGKYUN @TDxCLSD Makin seru, pesen makan barengan, pake fitur Group Order di GrabFood aja Kak. Bisa bebas seenaknya pilih masing2, apalagi ada diskon s/d Rp150rb, jadi gausah repot2 muterin HP nanyain satu-satu mau jajan apa deh xixi. Klik langsung di sini ya ???? -Budi  https://t.co/8Zxmd95Xyu
1658876390895386624;soonie;Piripiripong1;"Ayo test kemampuan toefl kamu untuk mengetahui skor toefl kamu sekarang! dan dapatkan klaim diskon kelas TOEFL hanya 399K dari harga normal 799K!
Kesempatan bagus ini berbatas waktu yah Guys! 
Grab Now! https://t.co/OX2pEksZ64"
1658872174118334464;sikumis;;RT @Morpheant: @teaforbarbs GRAB BANYAK DISKON GOJEK PUNYA APA SELAIN FEE YANG MAKIN MAHAL ITU
1658862665035579392;??;Morpheant;@Morpheant GOJEK JUGA BANYAK DISKON PLIS GRAB ITU DISKONNYA SEUPIL DOANG
1658820944646000640;info diskon surabaya;;"RT @GrabID: Waaah, pasti pada pake Clean & Fix di Grab nih. ?? 
Biar kamu makin semangat bebenah rumah sambil leha-leha, aku kasih promo.
Ad…"
1658812600875106304;Arsh;teaforbarbs;@teaforbarbs GRAB BANYAK DISKON GOJEK PUNYA APA SELAIN FEE YANG MAKIN MAHAL ITU
1658759424645947393;reza shaputra;;"RT @GrabID: Waaah, pasti pada pake Clean & Fix di Grab nih. ?? 
Biar kamu makin semangat bebenah rumah sambil leha-leha, aku kasih promo.
Ad…"
1658750525213655042;Grab Indonesia;ssambat_terosss;@ssambat_terosss Wah pas banget nih,  jajannya pake fitur Group Order di GrabFood aja Kak?? bisa bebas seenaknya pilih masing2 & barteran jajan ?? Apalagi ada diskon s/d Rp150rb loh. Yuk langsung klik di sini????-Tita https://t.co/8Zxmd95Xyu
1658750332242128896;Grab Indonesia;bukanukauka;@bukanukauka Tenang Kak, mau cari makan enak tapi tetap hemat! pake fitur Group Order di GrabFood aja Kak bisa bebas seenaknya pilih masing2?? Apalagi ada diskon s/d Rp150rb loh. Langsung klik di sini????-Tita https://t.co/8Zxmd95Xyu
1658750080659378176;Grab Indonesia;ceweyabangsat;@ceweyabangsat Mau ngemil tapi tetap hemat? pake fitur Group Order di GrabFood aja Kak bisa bebas seenaknya pilih masing2?? Apalagi ada diskon s/d Rp150rb loh. Yuk langsung klik di sini ya????-Tita https://t.co/8Zxmd95Xyu
1658749342893887489;Grab Indonesia;iamyourgems;@iamyourgems Soal makan bareng sih, pesen pake Group Order di GrabFood aja Kak?? pesen ramean bebas seenaknya pilihnya masing-masing! Mumpung ada diskon s/d Rp150rb nih ??. Gak perlu repot & cukup klik pesen di sini ya????-Tita https://t.co/8Zxmd95Xyu
1658749236136275969;Grab Indonesia;yourlovelyb0y;@yourlovelyb0y Makan bareng? Pesen pake Group Order di GrabFood aja Kak, pesen ramean bebas seenaknya pilihnya masing-masing! Mumpung ada diskon s/d Rp150rb nih ??. Langsung pesen di sini ya????-Tita https://t.co/8Zxmd95Xyu
1658748883948945411;Grab Indonesia;dianaayubudii;@dianaayubudii Cusss langsung pesen di GrabFood aja, Kak?? Pake fitur Group Order di GrabFood bisa bebas seenaknya pilih masing2. Apalagi ada diskon s/d Rp150rb?? Klik order di sini ya????-Tita https://t.co/8Zxmd95Xyu
1658748223463526401;Jody;;"RT @GrabID: Waaah, pasti pada pake Clean & Fix di Grab nih. ?? 
Biar kamu makin semangat bebenah rumah sambil leha-leha, aku kasih promo.
Ad…"
1658747851927875584;Grab Indonesia;dolewtte;@dolewtte Eitsss...daripada repot keluar nyari makan pesen di GrabFood aja, Kak?? Pake fitur Group Order di GrabFood bisa bebas seenaknya pilih masing2. Apalagi ada diskon s/d Rp150rb?? Klik order di sini ya????-Tita https://t.co/8Zxmd95Xyu
1658745640082624514;Grab Indonesia;GrabID;"Waaah, pasti pada pake Clean & Fix di Grab nih. ?? 
Biar kamu makin semangat bebenah rumah sambil leha-leha, aku kasih promo.
Ada total diskon s.d. Rp345rb plus GRATIS cobain jasa daily cleaning, khusus bulan Mei. Cuss klik di sini?? https://t.co/dRuMuspsOe https://t.co/HsSnXgG20V"
1658723927424929792;Grab Indonesia;liaa_lam;@liaa_lam Biar makin seru makan barengnya pake fitur Group Order di GrabFood aja yah. Bisa bebas seenaknya pilih masing2, apalagi ada diskon s/d Rp150rb, jadi makin hemat juga. Klik langsung di sini ya ???? -Budi  https://t.co/8Zxmd95Xyu
1658723827021680640;Grab Indonesia;baiu___;@baiu___ @convomfs Kalo lagi nongki trus mau pesen makan barengan, bisa langsung pake fitur Group Order di GrabFood aja Kak. Bisa bebas seenaknya pilih masing2, apalagi ada diskon s/d Rp150rb, jadi makin hemat juga. Klik langsung di sini ya ???? -Budi https://t.co/8Zxmd95Xyu
1658723704636055553;Grab Indonesia;mychicmygembus;@mychicmygembus Biar makin semangat ujiannya, kalo mau pesen makan bareng temen pake fitur Group Order di GrabFood aja Kak. Bisa bebas seenaknya pilih masing2, apalagi ada diskon s/d Rp150rb, jadi makin hemat juga. Klik langsung di sini ya ???? -Budi https://t.co/8Zxmd95Xyu
1658723552554799104;Grab Indonesia;aldihadid_;@aldihadid_ Kak, kalo mau pesen makan barengan, pake fitur Group Order di GrabFood aja ya. Bisa bebas seenaknya pilih masing2, apalagi ada diskon s/d Rp150rb, jadi gausah repot2 muterin HP nanyain satu-satu mau jajan apa deh xixi. Klik langsung di sini ya ???? -Budi https://t.co/8Zxmd95Xyu
1658723381158772736;Grab Indonesia;1nonlynadz;@1nonlynadz Makin seru makan barengnya pake fitur Group Order di GrabFood aja Kak. Bisa bebas seenaknya pilih masing2, apalagi ada diskon s/d Rp150rb, jadi makin hemat juga. Klik langsung di sini ya ???? -Budi https://t.co/8Zxmd95Xyu
1658705780672167936;Pejuang Promo ?????;;"Promo Pulsa & Paket Data | Grab

Kode Promo: GRABDAY

*Diskon 30% (up to 5k)
*Min. transaksi 15k
*Hanya berlaku setiap hari rabu dan untuk pengguna tertentu https://t.co/5WFTza6umt"
1658704944617390080;LatifahApriliani_Tolol;;"Alhmdulliah
Pesan makan di grab untuk luar kota
 kok bisa Rp21.500 diskon ????"
1658673694858952706;portalyogya.com;;"Ada 12 Kode Promo Grab yang bisa kamu gunakan untuk mendapatkan berbagai diskon mulai GrabBike, GrabCar sampai GrabFood.

#portalyogya #Grab 

https://t.co/yzJWVkaSPL"
1658635644837711878;Racunsiamanda;Mandayyaa;Dr st Duri pake Grab ke Pelabuhan Kali Adem. Karena waktu itu gue pagi² banget, grab mobil harganya sekitar 50-an. Tp dapet diskon jadi 40 ribuan. Dan di sini Bapak Grabnya kebetulan nyuruh kita nggak usah bayar. Alias GRATIS! https://t.co/bQlyNahY4i
1658600908362747905;Timmy Christian O;;"Wts wtb voch voucher grab grabbike zonauang promo diskon

Ada 2, cuman 5k per voch senilai 10k https://t.co/LEOEnMLBl5"
1658555704226250752;DanieIsmanto;;"RT @indosatim3: Isi ulang paket data bisa dapet diskon? ??

Bisa banget! Beli paket data di Grab dan nikmati DISKON hingga 5% khusus untukmu…"
1658515631887773698;Hello Zhu??;;"RT @indosatim3: Isi ulang paket data bisa dapet diskon? ??

Bisa banget! Beli paket data di Grab dan nikmati DISKON hingga 5% khusus untukmu…"
1658509633374543873;M. Maulaa??;;"RT @indosatim3: Isi ulang paket data bisa dapet diskon? ??

Bisa banget! Beli paket data di Grab dan nikmati DISKON hingga 5% khusus untukmu…"
1658502232118300673;Daraan;;"RT @indosatim3: Isi ulang paket data bisa dapet diskon? ??

Bisa banget! Beli paket data di Grab dan nikmati DISKON hingga 5% khusus untukmu…"
1658476055420882948;chase pacific;tanyakanrl;@tanyakanrl Tapi emg skill masak itu setidaknya harus ada, mo cewe ato cowo. Gojek, grab, dan shopee ga akan kasi DISKON SEUMUR HIDUP. Ini aja dah makin mahal. Kalo makan di warung itu2 mulu menunya, jadi bosan dan kesehatannya blm terjamin
1658473463613648901;Penjual Jersey RETRO;;"RT @Retro_Sport: Inter Away 3rd 95/96
Jersey rare sob WeKa A3 
Sponsor print biar awet, logo embroidery woven

Available in Tokopedia  ????
A…"
1658425555426103297;Grab Indonesia;velianagita;@velianagita Amiin, good luck ya Kak?? Oh iya, makan barengnya pake fitur Group Order di GrabFood bisa bebas seenaknya pilih masing2. Apalagi ada diskon s/d Rp150rb & gausah repot2 keluar. Klik langsung di sini ya????-Tita https://t.co/8Zxmd95Xyu
1658425302547316736;Grab Indonesia;sitbi9win;@sitbi9win Bingung soal makan? Pesen di GrabFood aja Kak, menunya lengkap & bisa pake Group Order pesen ramean bebas seenaknya pilihnya masing-masing! Mumpung ada diskon s/d Rp150rb nih ??. Langsung pesen di sini ya????-Tita https://t.co/8Zxmd95Xyu
1658425211530928129;Grab Indonesia;rakapranadipaa;@rakapranadipaa Makanya pas buka aja Kak, pake fitur Group Order di GrabFood bisa bebas seenaknya pilih masing2. Apalagi ada diskon s/d Rp150rb?? Klik langsung di sini ya????-Tita https://t.co/8Zxmd95Xyu
1658425044580839424;Grab Indonesia;syounarin;@syounarin Biar hemat, pesen makan barengan aja Kak. Pake fitur Group Order di GrabFood yg bisa bebas seenaknya pilih masing2, apalagi ada diskon s/d Rp150rb, jadi gausah repot2 muterin HP nanyain satu-satu mau jajan apa deh. Klik langsung di sini ya ???? -Mawar  https://t.co/8Zxmd95Xyu
1658424943972081664;Grab Indonesia;stroberiivanila;@stroberiivanila Biar hemat, pesen makan barengan aja Kak. Pake fitur Group Order di GrabFood yg bisa bebas seenaknya pilih masing2, apalagi ada diskon s/d Rp150rb, jadi gausah repot2 muterin HP nanyain satu-satu mau jajan apa deh. Klik langsung di sini ya ???? -Mawar  https://t.co/8Zxmd95Xyu
1658424807267115009;Grab Indonesia;LORELEIisNA;@LORELEIisNA Trus nanti makan bareng keluarga, pake fitur Group Order di GrabFood aja. Bisa bebas seenaknya pilih masing2, apalagi ada diskon s/d Rp150rb ?? Klik langsung di sini ya ???? - Mawar https://t.co/8Zxmd95Xyu
1658424689704988679;Grab Indonesia;indaputric;@indaputric Nah pas banget Kak, nanti makan bareng keluarga, pake fitur Group Order di GrabFood aja. Bisa bebas seenaknya pilih masing2, apalagi ada diskon s/d Rp150rb ?? Klik langsung di sini ya ???? - Mawar https://t.co/8Zxmd95Xyu
1658424603721756673;Grab Indonesia;winteobogor;@winteobogor Nah pas banget Kak, nanti makan bareng keluarga, pake fitur Group Order di GrabFood aja. Bisa bebas seenaknya pilih masing2, apalagi ada diskon s/d Rp150rb ?? Klik langsung di sini ya ???? - Mawar https://t.co/8Zxmd95Xyu
1658424462327570433;Grab Indonesia;mbachaa24;@mbachaa24 Makin seru ngumpul bareng keluarga, kalo  mau pesen makan jgn lupa pake fitur Group Order di GrabFood ya Kak. Bisa bebas seenaknya pilih masing2, apalagi ada diskon s/d Rp150rb, jadi makin hemat juga. Klik langsung di sini ya ???? -Budi   https://t.co/8Zxmd95Xyu
1658424362268233736;Grab Indonesia;ulastings;@ulastings Biar hemat, pesen makan barengan aja Kak. Pake fitur Group Order di GrabFood yg bisa bebas seenaknya pilih masing2, apalagi ada diskon s/d Rp150rb, jadi gausah repot2 muterin HP nanyain satu-satu mau jajan apa deh. Klik langsung di sini ya ???? -Budi  https://t.co/8Zxmd95Xyu
1658423738734641152;Grab Indonesia;Agnessoktoviani;@Agnessoktoviani Kak, kalo mau pesen makan barengan, pake fitur Group Order di GrabFood aja ya. Bisa bebas seenaknya pilih masing2, apalagi ada diskon s/d Rp150rb, jadi gausah repot2 muterin HP nanyain satu-satu mau jajan apa deh xixi. Klik langsung di sini ya ???? -Budi https://t.co/8Zxmd95Xyu
1658422866038386689;Grab Indonesia;tONGseung_;@tONGseung_ Mau jajan ramean, pake fitur Group Order di GrabFood aja Kak bisa bebas seenaknya pilih masing2. Apalagi ada diskon s/d Rp150rb, gausah repot2 muterin HP nanyain satu-satu mau jajan apa deh xixi. Klik langsung di sini ya ???? -Budi  https://t.co/8Zxmd95Xyu
1658422686455046144;Grab Indonesia;shsinjs;@shsinjs Makan di rumah juga bisa pesen GrabFood trus pake fitur Group Order aja Kak. Bisa bebas seenaknya pilih masing2, apalagi ada diskon s/d Rp150rb, jadi gausah repot2 muterin HP nanyain satu-satu mau jajan apa deh. Klik langsung di sini ya ???? -Mawar https://t.co/8Zxmd95Xyu
1658422590577455104;Grab Indonesia;Nasvyhere;@Nasvyhere Nah kalo mau pilih cemilan enak, pake fitur Group Order di GrabFood aja. Bisa bebas seenaknya pilih masing2, apalagi ada diskon s/d Rp150rb, jadi gausah repot2 muterin HP nanyain satu-satu mau jajan apa deh. Klik langsung di sini ya ???? -Mawar https://t.co/8Zxmd95Xyu
1658422496268533761;Grab Indonesia;SungHyeongjun;@SungHyeongjun Nah kalo mau pilih cemilan enak, pake fitur Group Order di GrabFood aja. Bisa bebas seenaknya pilih masing2, apalagi ada diskon s/d Rp150rb, jadi gausah repot2 muterin HP nanyain satu-satu mau jajan apa deh. Klik langsung di sini ya ???? -Mawar https://t.co/8Zxmd95Xyu
1658422390580457473;Grab Indonesia;wisnuu16;@wisnuu16 Kak, kalo mau pesen makan barengan, pake fitur Group Order di GrabFood aja. Bisa bebas seenaknya pilih masing2, apalagi ada diskon s/d Rp150rb, jadi gausah repot2 muterin HP nanyain satu-satu mau jajan apa deh. Klik langsung di sini ya ???? -Budi https://t.co/8Zxmd95Xyu
1658422277653020673;Grab Indonesia;Bubu_xwy;@Bubu_xwy Biar makin hemat, pesen GrabFood trus pake fitur Group Order aja Kak. Bisa bebas seenaknya pilih masing2, apalagi ada diskon s/d Rp150rb, jadi gausah repot2 muterin HP nanyain satu-satu mau jajan apa deh. Klik langsung di sini ya ???? -Budi  https://t.co/8Zxmd95Xyu
1658422174007570433;Grab Indonesia;leodavisi;@leodavisi Biar makin seru makan barengnya, pesen di GrabFood trus pake fitur Group Order aja Kak ?? Bisa bebas seenaknya pilih masing2 dan ada diskon s/d Rp150rb. Klik langsung di sini ya????-Budi https://t.co/8Zxmd95Xyu
1658422083473534976;Grab Indonesia;moonlicth;@moonlicth Mau makan bareng? Pesen pake Group Order di GrabFood aja Kak, pesen ramean bebas seenaknya pilihnya masing-masing! Mumpung ada diskon s/d Rp150rb nih ??. Langsung pesen di sini ya????-Tita https://t.co/8Zxmd95Xyu
1658413745100685312;wts voc grab gosend jasa isi kuisioner;;"wts voc grab ride diskon 95% maks 10k, fee 2k, fast respon chat wa di bio. Only jabodetabek
#zonauang #zonabu #zonajajan https://t.co/9yyGICaT8Q"
1658392504431984641;Diskon Link;;Promo Grab Hari Ini 16 Mei 2023, Ada Festival Mart diskon Rp 50 ribu, GrabFood Potongan Rp 150 Ribu    https://t.co/e38OOxF2Gq https://t.co/c1skKNohHB
1658351716939726849;Fadilah (bukan orang batak);sunpriiddee;astagfirullah,, bener bener gua baru mencet order di grab, shopee food gua ADA DISKON, YA ALLAH NANGIS BANGET 7 RIBU BEDANYA T_________T
1658348138040791042;GALEON.;;"Harga barang lebih murah daripada aslinya ini baru diskon ??

Iya ini self pickup, self pickupnya grab ini kdg menguntungkan sih, terus  ke resto2 di mall juga kadang pake grab self pickup, dibanding harus antri ya mending pake ini, orang2 msh antri, kita bisa langsung ambil. ?? https://t.co/ctSRYN1UM5"
1658326860768641025;anya;beyourash;@slicesmoon coba lo pake grab, gacoan sering ada diskon di grab btw
1658317457566875649;hiro. || mention after DM;;"WTS voucher gojek area Jabodetabek, Bandung, Surabaya, Makassar, Yogyakarta 
Fee 2k / voc 

#zonauang #zonaba #zonabu 

t. diskon goride voc disc potongan pot grab grabike https://t.co/QArS2XJQZb"
1658281367858446336;Ketan Susu Abis Dibajak;;diskon grab 5rb menyelamatkan hidupku biar ga telat ngantor, thank you @GrabID https://t.co/FIstyqO1NX
1658101613444366337;lumière;klasinaliuz;"Untuk hari ini ada promo untuk manhwa #Kematian_adalah_Akhir_Sang_Antagonis kalo kalian:
• Baca 6 episode dapat 3 tiket hadiah
• Diskon 15 + 5 tiket permanen

GRAB IT FAST!??"
1658057751543840769;M. Azka Arifian ???;;"RT @indosatim3: Isi ulang paket data bisa dapet diskon? ??

Bisa banget! Beli paket data di Grab dan nikmati DISKON hingga 5% khusus untukmu…"
1658027795673681920;biyaa;;Wtb voc voucher diskon potongan promo grab nonton gotg di cgv yang kayak gini #zonauang #zonaba https://t.co/Z4YgUrKPHK
1658003292344180736;Zazu;;halo guys yuk take template layout aku only 130K aja udah dapet material yang bisa di recolor dan material nya bisa di pake di project kalian yang lain so grab it fast guys buy two dapet diskon 30K yuk borong :3 #zonauang?? https://t.co/ForyuUyMd2
1657975065785565185;portalyogya.com;;"Nimati diskon berbagai layanan Grab dari GrabCar hingga GrabFood  dengan mengklaim Kode Promo Grab ini, update 16 Mei 2023.

#portalyogya #Grab 

https://t.co/E57LCsCcfb"
1657974387851788288;GedePangrango ?;;RT @GrabID: Ini dia nih rahasia kirim-kirim sampe puas tanpa dompet gak boncos! Dapetin diskon s.d. 50% tiap kirim tanpa batas dengan langg…
1657972824496308230;Grab Indonesia;GrabID;"Ini dia nih rahasia kirim-kirim sampe puas tanpa dompet gak boncos! Dapetin diskon s.d. 50% tiap kirim tanpa batas dengan langganan paket Ongkir Flat Unlimited!

Psstt…  Sekarang beli paket langganannya GRATIS buat pengguna baru! ???? https://t.co/ECOFn5TRCf https://t.co/vGWDZdG4ln"
1657963720746889218;Raisa Adeline;raisadeline;"Mau pesen lewat grab tidak ada diskon ya kakak, harganya jadi hampir 2x lipat bersama diskon.

Tapi karena keinginan ngopi ini menggebu-gebu, tercetuslah akal-akalan orde baru dengan pesen di apps Fore trus nanti pulang gereja di pick up"
1657952521359601664;Wednesday's child;;coffee toffee diskon 45% di grab.... Bless this monday
1657951764291911680;SCOOPY PSYCOO SRG;;Gratis perjalanan & jajan khusus buatmu! Dapatkan diskon s.d. 36rb saat kamu mencoba Grab hari ini. Cek di sini: https://t.co/wV4GenyXoq
1657947919520260098;Grab Indonesia;achimenmoo;@achimenmoo Nah bisa dialihin biar happy2, pesen makan bareng di GrabFood trus pake fitur Group Order aja Kak?? Bisa bebas seenaknya pilih masing2 dan ada diskon s/d Rp150rb. Klik langsung di sini ya????-Mawar https://t.co/8Zxmd95Xyu
1657947777450799106;Grab Indonesia;jenofisipugm;@jenofisipugm Biar makin seru makan barengnya, pesen di GrabFood trus pake fitur Group Order aja Kak?? Bisa bebas seenaknya pilih masing2 dan ada diskon s/d Rp150rb. Klik langsung di sini ya????-Budi    https://t.co/8Zxmd95Xyu
1657947671309725697;Grab Indonesia;odebukanpuisi;@odebukanpuisi Makin seru makan bareng dikosan, pesen GrabFood trus pake fitur Group Order aja Kak?? Bisa bebas seenaknya pilih masing2 dan ada diskon s/d Rp150rb. Klik langsung di sini ya????-Budi   https://t.co/8Zxmd95Xyu
1657947554901004288;Grab Indonesia;babaaannnn;@babaaannnn @berrybinsundae Kak, kalo mau jajan bareng, pake fitur Group Order di GrabFood aja. Selain banyak pilihan, ada diskon s/d Rp150rb, juga gausah repot2 muterin HP nanyain satu-satu mau makan apa hehe. Klik langsung di sini ya????-Budi   https://t.co/8Zxmd95Xyu
1657947423875170305;Grab Indonesia;slyshypeach;@slyshypeach Nanti pas temu kangen, kalo mau makan barengan pesennya di GrabFood trus pake fitur Group Order ya Kak. Selain banyak pilihan, ada diskon s/d Rp150rb, juga gausah repot2 muterin HP nanyain mau makan apa hehe. Klik langsung di sini ya????-Budi   https://t.co/8Zxmd95Xyu
1657947305058906113;Grab Indonesia;banjarbase;@banjarbase Nder, kalo mau makan barengan, pake fitur Group Order di GrabFood aja. Selain banyak pilihan, ada diskon s/d Rp150rb, juga gausah repot2 muterin HP nanyain satu-satu mau makan apa hehe. Klik langsung di sini ya????-Budi  https://t.co/8Zxmd95Xyu
1657947194522214400;Grab Indonesia;edo_danilyan;@edo_danilyan Biar makin asik ngumpulnya, kalo mau beli makan atau jajan ramean bs langsung pesen GrabFood trus pake fitur Group Order aja Kak?? Bisa bebas seenaknya pilih masing2 dan juga ada diskon s/d Rp150rb. Klik langsung di sini ya????-Budi  https://t.co/8Zxmd95Xyu
1657947066281398273;Grab Indonesia;MoyKahiyank;@MoyKahiyank Biar makin asik nongkinya, kalo mau makan bareng bs langsung pesen GrabFood trus pake fitur Group Order aja Kak?? Bisa bebas seenaknya pilih masing2 dan juga ada diskon s/d Rp150rb. Klik langsung di sini ya????-Budi https://t.co/8Zxmd95Xyu
1657940824347541505;Grab Indonesia;indomeegoreng_;@indomeegoreng_ Wah kalo gitu ajak makan barengnya pake GrabFood aja Kak Saat ini ada fitur Group Order, pesen ramean bebas seenaknya pilihnya masing-masing! Ada diskon s/d Rp150rb juga loh ??. Yuk langsung pesen di sini ya????-Tita https://t.co/8Zxmd95Xyu
1657928128361267200;Universitas Internasional Batam;UIBatam;"Adapun terms and condition untuk penggunaan kode diskon adalah:
- Penggunaan Grab Car dengan maksimal diskon Rp9.000,-
- Penggunaan Grab Bike dengan maksimal diskon Rp6.000,-
- Penggunaan Grab Food dengan maksimal diskon Rp20.000,-"
1657740980324564995;?;sourseraph;@sourseraph pake grab food! gue biasanya gratis ongkir + diskon
1657716775486918657;san;;lah grab ternyata bisa pake 2 voucher ya, selama ini cuma pake 1 voucher diskon tanpa pake voucher gratong ??
1657708343346233345;klar ?? mt after dm;klarisaurus;di grab nda ada diskon + mark up jauhh, di shopee hari ini udh tutup ?? padahal deket hiks lum rejeki
1657697050455330816;?;;"wts voc gofood
diskon 45% maks 25k 
minimal belanja 25k
belom G+ 
fee 2k

SISA 1 VOUCHER grab it fast!???

#zonauang"
1657687717319413761;force gf era;;Sekilas info friend kalo lg di thai mau pesen makanan dr grab bisa pake kode promo : FORCEBOOK biar dapet diskon 30% minimal 300b upto 90b WKWKKW kan mayan kan ????Info dr mimin openchat WKWKKWKW https://t.co/9LLadYVJ37
1657675211905593344;Aris Budiman;;"RT @Retro_Sport: Inter Away 3rd 95/96
Jersey rare sob WeKa A3 
Sponsor print biar awet, logo embroidery woven

Available in Tokopedia  ????
A…"
1657669952294330369;Yhwach;;"RT @Retro_Sport: Inter Away 3rd 95/96
Jersey rare sob WeKa A3 
Sponsor print biar awet, logo embroidery woven

Available in Tokopedia  ????
A…"
1657663318881083392;Silvia Julianty ??;;Shopee diskon ongkir 2k grab 1k kaya buat ap gt
1657657002510942209;Joki Tugas Unud;aldapstsr;@aldapstsr Klo naik ojol jg, pasti klo grab ga diskon, gojek diskon, ato sebaliknya
1657630239571451905;geviruw;;grab ko gaada diskon grabfood lagi si :((((
1657618790111408128;Walrus ?;;"RT @Retro_Sport: Inter Away 3rd 95/96
Jersey rare sob WeKa A3 
Sponsor print biar awet, logo embroidery woven

Available in Tokopedia  ????
A…"
1657618209464537092;Penjual Jersey RETRO;;"Inter Away 3rd 95/96
Jersey rare sob WeKa A3 
Sponsor print biar awet, logo embroidery woven

Available in Tokopedia  ????
Ada diskon 10% & FREE ONGKIR
https://t.co/aYWzlSrAgT

GRAB ITS FAST ??

#jerseyklasik #jerseyretrointer https://t.co/WqWXiBqIBH"
1657607756088766464;Grab Indonesia;aprilbigwinsss;@aprilbigwinsss @crypto_inez Good luck ya Kak. Pesen baksonya pake Group Order di GrabFood aja Kak, pesen ramean bebas seenaknya pilihnya masing-masing! Mumpung ada diskon s/d Rp150rb nih ??. Langsung pesen di sini ya????-Tita https://t.co/8Zxmd95Xyu
1657607700094803968;Grab Indonesia;xxnebulaaa;@xxnebulaaa Mau jajan tapi tetap hemat? pake fitur Group Order di GrabFood aja Kak bisa bebas seenaknya pilih masing2. Apalagi ada diskon s/d Rp150rb, gausah repot2 muterin HP nanyain satu-satu mau jajan apa deh xixi. Klik langsung di sini ya????-Tita https://t.co/8Zxmd95Xyu
1657607644897755136;Grab Indonesia;intrestednt;@intrestednt Pesen pake Group Order di GrabFood aja Kak, pesen ramean bebas seenaknya pilihnya masing-masing! Mumpung ada diskon s/d Rp150rb nih ??. Langsung pesen di sini ya????-Tita https://t.co/8Zxmd95Xyu
1657607590015291393;Grab Indonesia;ohnojennie;@ohnojennie @rpursof @fkparinduri @cristianebianto @dinanfakhri @nopandika Mau anniversary? Pesen pake Group Order di GrabFood aja Kak, pesen ramean bebas seenaknya pilihnya masing-masing ! Mumpung ada diskon s/d Rp150rb nih ??. Langsung pesen di sini ya????-Tita https://t.co/8Zxmd95Xyu
1657599244910592000;?;;"wts voc gofood
diskon 45% maks 25k 
minimal belanja 25k
belom G+ 
fee 2k

SISA 2 VOUCHER grab it fast

#zonauang"
1657565664545210374;bismit?? jual app premium!?;;"Wts voucher nonton guardians of the galaxy 3 di CGV

Fee 10k/each

gotg 3 voucher grab diskon nonton

#zonauang https://t.co/NEJrzc5Zy5"
1657410502367260672;rraaii ??___??;;SETUJU ANJRITTT GRAB BANYAK VOUCHER DISKON WKSKQKKA https://t.co/oQcLsg93aD
1657396247895097344;yuka;GrabID;@GrabID saya berlangganan paket diskon Grab Unlimited. pd keterangan diskon dpt digunakan utk semua jenis pembayaran trmsk OVO Points. namun saat saya gunakan pembayaran tunai, voucher tdk bs digunakan pdhl masa berlaku msh lama & hari itu saya blm memakai voucher sama sekali. https://t.co/t68jPDMAIS
1657390920260816903;??;;RILLLL!! Aku gojek dan grab sih yg soalnya shopeefood msih jrg bgt drivernya di ptk. Ngebandingin ongkir+besar diskon???? alias gk mw rugiii akwwkwkwwkw https://t.co/Mte01rSMjt
1657381072307630086;•?•;;"Sekarang lebih murah dan banyak diskon di grab. Tapi kalau lagi ada event, gojek diskonnya lebih gedee ??????
Makanan yang harusnya 150k, setelah diskon harga bersihnya bisa cuma 30k (ofkors setengah discnya cb gopay coins) https://t.co/h4B7eHJ3MC"
1657372278496329728;????????;;Ini grab kk murah bner ngasih diskon
1657359866279890945;Si A;aldapstsr;@aldapstsr Barusan gw milih gojek karena dapet diskon 25rb, grab cuman 3rb wkwk
1657358550723891200;aw rice bowls taste good;;"RT @BlueBMarket: Anyeong ARMY! ???
Kita lagi open PO lanyard MURCE BANGET buat August D in Jakarta lohh! ??

??Khusus PO kita kasih diskon ja…"
